Year,Month,Month Code,District Code,District,TANF Cases with Earned Income,TANF Average Gross Earned Income,TANF Average Net Earned Income,SNA MOE Cases with Earned Income,SNA MOE Average Gross Earned Income,SNA MOE Average Net Earned Income,SNA Non-MOE Cases with Earned Income,SNA Non-MOE Average Gross Earned Income,SNA Non-MOE Average Net Earned Income
2012,December,12,19,Greene,43,680,296,12,806,400,17,597,310
2012,December,12,20,Hamilton,0,0,0,0,0,0,2,58,0
2012,December,12,21,Herkimer,21,696,303,5,716,313,10,623,284
2012,December,12,22,Jefferson,40,767,336,2,937,423,24,600,318
2012,December,12,23,Lewis,1,490,200,0,0,0,2,603,257
2012,December,12,24,Livingston,32,737,324,2,861,386,21,858,561
2012,December,12,25,Madison,21,842,376,2,871,589,2,391,301
2012,December,12,26,Monroe,717,776,349,458,888,402,308,764,392
2012,December,12,27,Montgomery,57,643,277,6,753,346,14,911,419
2012,December,12,28,Nassau,497,881,404,158,836,378,158,755,409
2012,December,12,66,New York City,10567,930,433,7983,894,407,5563,1221,765
2012,December,12,29,Niagara,144,741,325,54,843,383,52,705,320
2012,December,12,30,Oneida,221,703,305,89,785,352,183,1053,491
2012,December,12,31,Onondaga,392,757,334,121,821,382,211,1070,515
2012,December,12,32,Ontario,55,735,322,10,580,245,16,459,243
2012,December,12,33,Orange,249,854,385,125,856,389,91,855,402
2012,December,12,34,Orleans,23,659,295,13,1031,467,14,495,261
2012,December,12,35,Oswego,73,719,314,5,818,364,45,607,285
2012,December,12,36,Otsego,8,715,312,0,0,0,4,763,583
2012,December,12,37,Putnam,5,993,451,1,1068,489,2,1311,1221
2012,December,12,38,Rensselaer,108,641,284,64,783,346,43,948,438
2012,December,12,39,Rockland,196,873,389,35,768,345,75,1006,487
2012,December,12,41,Saratoga,8,775,346,0,0,0,7,333,211
2012,December,12,42,Schenectady,100,806,358,58,838,374,38,938,438
2012,December,12,43,Schoharie,5,569,240,1,1289,600,4,270,166
2012,December,12,44,Schuyler,13,762,336,1,792,351,8,597,272
2012,December,12,45,Seneca,14,885,398,6,802,356,3,419,168
2012,December,12,46,Steuben,45,618,267,16,750,333,30,791,386
2012,December,12,40,St. Lawrence,54,616,263,15,797,354,47,669,341
2012,December,12,47,Suffolk,534,933,426,213,991,453,222,763,405
2012,December,12,48,Sullivan,51,721,322,10,914,413,31,929,447
2012,December,12,49,Tioga,11,1005,458,0,0,0,1,314,224
2012,December,12,50,Tompkins,32,671,273,15,890,375,22,668,327
2012,December,12,51,Ulster,111,697,302,24,834,368,59,676,320
2012,December,12,52,Warren,3,494,200,0,0,0,3,195,67
2012,December,12,53,Washington,13,749,330,0,0,0,2,743,364
2012,December,12,54,Wayne,14,732,323,3,611,361,14,496,248
2012,December,12,55,Westchester,459,858,391,134,934,430,81,615,320
2012,December,12,56,Wyoming,3,1053,481,0,0,0,4,304,145
2012,December,12,57,Yates,3,452,179,0,0,0,1,371,281
2012,November,11,1,Albany,164,871,388,66,1021,462,72,1075,518
2012,November,11,2,Allegany,30,819,365,7,843,510,26,605,277
2012,November,11,3,Broome,174,733,322,75,810,362,75,788,365
2012,November,11,4,Cattaraugus,11,962,617,4,727,318,3,804,566
2012,November,11,5,Cayuga,33,810,360,11,883,397,13,721,372
2012,November,11,6,Chautauqua,140,700,316,61,793,353,86,705,358
2012,November,11,7,Chemung,27,661,284,16,933,422,9,555,266
2012,November,11,8,Chenango,15,672,291,1,707,308,10,345,178
2012,November,11,9,Clinton,26,742,325,8,946,428,7,490,341
2012,November,11,10,Columbia,18,654,283,2,966,438,10,464,198
2012,November,11,11,Cortland,40,780,346,8,853,381,16,788,366
2012,November,11,12,Delaware,11,690,302,0,0,0,6,822,366
2012,November,11,13,Dutchess,72,858,386,21,895,412,19,700,346
2012,November,11,14,Erie,521,807,359,341,908,409,389,1067,499
2012,November,11,15,Essex,4,839,374,0,0,0,0,0,0
2012,November,11,16,Franklin,18,722,317,4,407,159,20,732,513
2012,November,11,17,Fulton,12,758,334,1,440,175,4,397,174
2012,November,11,18,Genesee,20,779,344,2,1005,458,1,100,10
2012,November,11,19,Greene,42,772,340,11,741,375,19,703,358
2012,November,11,20,Hamilton,1,851,381,0,0,0,2,234,80
2012,November,11,21,Herkimer,24,674,304,6,809,360,9,694,321
2012,November,11,22,Jefferson,34,776,351,3,922,416,18,679,378
2012,November,11,23,Lewis,3,580,245,0,0,0,1,911,410
2012,November,11,24,Livingston,33,797,353,2,797,354,20,877,510
2012,November,11,25,Madison,25,815,363,0,0,0,3,668,389
2012,November,11,26,Monroe,693,770,340,451,893,406,308,760,392
2012,November,11,27,Montgomery,53,641,276,7,800,367,10,826,375
2012,November,11,28,Nassau,477,865,396,147,847,384,152,742,395
2012,November,11,66,New York City,10882,940,436,8079,888,402,5695,1233,782
2012,November,11,29,Niagara,145,749,329,54,831,376,51,700,321
2012,November,11,30,Oneida,214,741,323,90,786,352,179,1074,500
2012,November,11,31,Onondaga,372,760,336,115,831,390,219,1082,524
2012,November,11,32,Ontario,54,741,325,9,670,290,16,541,281
2012,November,11,33,Orange,260,857,386,120,863,389,88,855,407
2012,November,11,34,Orleans,21,567,256,17,995,453,12,737,368
2012,November,11,35,Oswego,73,738,325,5,903,406,42,592,272
2012,November,11,36,Otsego,7,794,351,0,0,0,4,803,496
2012,November,11,37,Putnam,5,915,413,1,1068,489,3,1278,1188
2012,November,11,38,Rensselaer,105,667,296,54,827,369,45,910,417
2012,November,11,39,Rockland,206,870,388,37,778,348,76,989,482
2012,November,11,41,Saratoga,6,901,438,0,0,0,7,352,230
2012,November,11,42,Schenectady,96,799,355,59,833,371,33,986,466
2012,November,11,43,Schoharie,5,701,306,1,1289,600,1,1257,583
2012,November,11,44,Schuyler,18,700,306,1,1192,551,6,679,316
2012,November,11,45,Seneca,13,999,455,6,807,358,4,603,353
2012,November,11,46,Steuben,48,631,273,15,715,315,33,677,301
2012,November,11,40,St. Lawrence,55,592,251,15,829,369,45,647,325
2012,November,11,47,Suffolk,531,924,419,211,985,451,223,687,375
2012,November,11,48,Sullivan,48,750,339,8,796,354,35,856,421
2012,November,11,49,Tioga,13,758,334,0,0,0,0,0,0
2012,November,11,50,Tompkins,38,669,272,17,931,398,23,532,265
2012,November,11,51,Ulster,114,699,304,26,768,334,51,618,298
2012,November,11,52,Warren,3,400,153,0,0,0,3,257,195
2012,November,11,53,Washington,12,779,346,0,0,0,1,238,148
2012,November,11,54,Wayne,18,680,296,4,566,313,15,469,277
2012,November,11,55,Westchester,458,861,388,125,912,406,76,674,335
2012,November,11,56,Wyoming,2,1004,457,0,0,0,3,533,224
2012,November,11,57,Yates,3,452,179,0,0,0,3,556,307
2012,October,10,1,Albany,157,847,378,62,949,425,72,1127,544
2012,October,10,2,Allegany,30,804,357,9,765,432,29,667,307
2012,October,10,3,Broome,180,698,305,75,785,354,75,762,354
2012,October,10,4,Cattaraugus,14,880,435,6,615,271,4,760,492
2012,October,10,5,Cayuga,31,823,377,9,885,398,13,961,468
2012,October,10,6,Chautauqua,142,723,327,57,789,351,83,747,396
2012,October,10,7,Chemung,28,669,290,17,879,394,11,462,237
2012,October,10,8,Chenango,16,720,315,2,1303,607,10,345,178
2012,October,10,9,Clinton,34,812,361,5,1015,462,6,320,231
2012,October,10,10,Columbia,19,628,271,3,945,427,9,694,341
2012,October,10,11,Cortland,43,801,357,7,874,392,17,897,419
2012,October,10,12,Delaware,9,777,343,0,0,0,3,1149,514
2012,October,10,13,Dutchess,76,829,369,21,843,386,20,729,364
2012,October,10,14,Erie,520,790,350,336,907,409,389,1081,504
2012,October,10,15,Essex,4,829,370,0,0,0,0,0,0
2012,October,10,16,Franklin,18,622,267,5,471,191,16,673,442
2012,October,10,17,Fulton,14,801,355,1,440,175,4,315,174
2012,October,10,18,Genesee,19,894,402,2,546,228,4,538,428
2012,October,10,19,Greene,50,741,325,16,764,371,14,718,373
2012,October,10,20,Hamilton,1,851,381,0,0,0,2,234,80
2012,October,10,21,Herkimer,21,738,328,6,778,344,10,623,264
2012,October,10,22,Jefferson,30,699,318,3,922,416,25,655,337
2012,October,10,23,Lewis,4,564,237,0,0,0,1,911,410
2012,October,10,24,Livingston,29,911,412,2,797,354,21,956,621
2012,October,10,25,Madison,20,782,346,0,0,0,3,668,389
2012,October,10,26,Monroe,668,778,345,452,887,403,309,767,398
2012,October,10,27,Montgomery,50,658,284,7,764,349,17,928,426
2012,October,10,28,Nassau,488,864,393,150,860,396,156,764,410
2012,October,10,66,New York City,10566,945,438,7980,893,403,5681,1244,804
2012,October,10,29,Niagara,138,721,315,53,790,355,49,744,341
2012,October,10,30,Oneida,195,776,341,82,784,343,173,1084,505
2012,October,10,31,Onondaga,341,755,336,117,815,387,220,1052,510
2012,October,10,32,Ontario,58,701,305,8,628,275,17,559,268
2012,October,10,33,Orange,265,848,379,119,840,378,89,905,428
2012,October,10,34,Orleans,23,664,287,15,1030,470,10,598,322
2012,October,10,35,Oswego,64,752,331,5,833,371,32,625,278
2012,October,10,36,Otsego,6,822,365,0,0,0,7,671,457
2012,October,10,37,Putnam,3,913,412,1,1068,489,3,1278,1188
2012,October,10,38,Rensselaer,102,666,292,53,812,361,48,824,375
2012,October,10,39,Rockland,200,857,382,38,761,339,71,1043,507
2012,October,10,41,Saratoga,2,1490,788,0,0,0,9,432,351
2012,October,10,42,Schenectady,94,790,350,46,852,381,37,947,450
2012,October,10,43,Schoharie,4,677,294,1,1289,600,1,173,83
2012,October,10,44,Schuyler,13,689,301,2,796,430,6,695,342
2012,October,10,45,Seneca,11,1068,489,7,800,355,4,544,294
2012,October,10,46,Steuben,46,627,271,13,817,362,29,633,273
2012,October,10,40,St. Lawrence,47,611,260,18,728,321,48,621,322
2012,October,10,47,Suffolk,520,927,420,210,994,453,222,724,406
2012,October,10,48,Sullivan,48,712,315,8,799,355,30,901,440
2012,October,10,49,Tioga,13,713,312,0,0,0,0,0,0
2012,October,10,50,Tompkins,36,717,295,18,976,420,28,550,277
2012,October,10,51,Ulster,115,666,287,26,781,340,48,608,290
2012,October,10,52,Warren,3,416,161,0,0,0,5,547,299
2012,October,10,53,Washington,8,774,344,0,0,0,1,238,148
2012,October,10,54,Wayne,21,669,290,3,809,360,12,538,307
2012,October,10,55,Westchester,448,856,384,129,896,397,80,701,357
2012,October,10,56,Wyoming,5,811,361,0,0,0,6,399,183
2012,October,10,57,Yates,2,286,95,0,0,0,2,708,379
2012,September,9,1,Albany,141,814,359,64,932,417,69,1052,485
2012,September,9,2,Allegany,28,744,327,11,778,411,28,686,309
2012,September,9,3,Broome,172,690,301,70,794,355,83,712,342
2012,September,9,4,Cattaraugus,7,856,383,5,620,276,4,552,363
2012,September,9,5,Cayuga,29,717,313,9,827,369,19,952,471
2012,September,9,6,Chautauqua,124,723,327,57,787,354,85,755,372
2012,September,9,7,Chemung,23,727,319,19,770,340,8,574,254
2012,September,9,8,Chenango,21,708,308,2,1127,518,10,357,186
2012,September,9,9,Clinton,24,695,302,5,1075,492,6,447,207
2012,September,9,10,Columbia,20,668,296,3,630,272,12,715,384
2012,September,9,11,Cortland,39,746,330,8,863,387,15,876,397
2012,September,9,12,Delaware,7,858,377,1,970,440,4,746,337
2012,September,9,13,Dutchess,68,842,378,19,842,376,23,668,314
2012,September,9,14,Erie,499,798,354,321,893,403,390,1078,503
2012,September,9,15,Essex,4,697,304,0,0,0,1,1473,1383
2012,September,9,16,Franklin,17,572,241,4,548,229,15,536,255
2012,September,9,17,Fulton,16,843,376,0,0,0,3,558,311
2012,September,9,18,Genesee,20,819,365,1,975,443,2,899,809
2012,September,9,19,Greene,43,626,268,14,610,301,16,785,415
2012,September,9,20,Hamilton,1,851,381,0,0,0,1,60,0
2012,September,9,21,Herkimer,19,865,388,7,840,375,11,607,261
2012,September,9,22,Jefferson,25,759,334,3,855,383,19,597,337
2012,September,9,23,Lewis,4,438,178,0,0,0,1,895,402
2012,September,9,24,Livingston,31,844,399,2,959,435,17,1113,787
2012,September,9,25,Madison,17,735,322,0,0,0,1,1220,565
2012,September,9,26,Monroe,669,793,355,443,897,408,303,764,385
2012,September,9,27,Montgomery,54,666,288,8,770,350,18,878,403
2012,September,9,28,Nassau,477,841,379,152,831,382,155,721,389
2012,September,9,66,New York City,10748,945,442,7883,886,401,5626,1231,793
2012,September,9,29,Niagara,128,729,319,54,819,382,44,650,302
2012,September,9,30,Oneida,191,777,342,77,787,349,168,1092,511
2012,September,9,31,Onondaga,334,734,323,111,813,389,210,1040,502
2012,September,9,32,Ontario,53,732,321,6,574,250,18,640,293
2012,September,9,33,Orange,260,856,383,114,808,364,95,849,402
2012,September,9,34,Orleans,23,691,300,14,987,449,16,721,374
2012,September,9,35,Oswego,67,689,300,7,865,387,26,717,320
2012,September,9,36,Otsego,6,735,322,0,0,0,2,429,339
2012,September,9,37,Putnam,2,882,396,1,1068,489,2,1232,1142
2012,September,9,38,Rensselaer,90,667,300,55,740,325,44,860,393
2012,September,9,39,Rockland,194,859,384,34,706,314,66,1032,483
2012,September,9,41,Saratoga,3,1057,543,0,0,0,12,324,245
2012,September,9,42,Schenectady,95,747,329,47,879,395,37,927,423
2012,September,9,43,Schoharie,5,586,248,1,1289,600,1,1598,754
2012,September,9,44,Schuyler,10,734,324,2,796,430,8,751,374
2012,September,9,45,Seneca,10,985,450,6,868,389,4,371,232
2012,September,9,46,Steuben,40,585,250,11,796,353,33,710,317
2012,September,9,40,St. Lawrence,40,630,270,14,827,368,48,638,313
2012,September,9,47,Suffolk,489,911,411,202,1003,451,215,673,367
2012,September,9,48,Sullivan,45,727,324,7,808,379,28,793,390
2012,September,9,49,Tioga,8,679,294,0,0,0,1,50,0
2012,September,9,50,Tompkins,28,741,313,18,974,419,28,568,293
2012,September,9,51,Ulster,120,681,294,25,808,351,56,586,284
2012,September,9,52,Warren,4,445,176,0,0,0,2,370,293
2012,September,9,53,Washington,6,862,388,0,0,0,2,545,265
2012,September,9,54,Wayne,19,733,322,4,937,424,13,604,320
2012,September,9,55,Westchester,438,832,372,130,893,386,82,671,359
2012,September,9,56,Wyoming,5,775,343,0,0,0,6,295,146
2012,September,9,57,Yates,3,679,293,0,0,0,0,0,0
2012,August,8,1,Albany,139,814,359,63,961,432,64,1047,486
2012,August,8,2,Allegany,25,744,327,10,843,439,24,666,298
2012,August,8,3,Broome,170,674,293,68,803,364,85,715,351
2012,August,8,4,Cattaraugus,8,852,381,4,462,199,6,543,448
2012,August,8,5,Cayuga,27,675,292,9,836,373,22,776,376
2012,August,8,6,Chautauqua,131,724,327,54,761,337,87,796,386
2012,August,8,7,Chemung,21,750,330,17,733,322,9,565,266
2012,August,8,8,Chenango,21,699,304,2,1127,518,8,300,168
2012,August,8,9,Clinton,25,594,253,6,1112,511,6,722,482
2012,August,8,10,Columbia,20,671,289,3,630,272,13,687,337
2012,August,8,11,Cortland,41,762,337,8,740,327,16,663,302
2012,August,8,12,Delaware,6,838,367,1,970,440,6,683,329
2012,August,8,13,Dutchess,72,864,432,23,880,395,25,700,341
2012,August,8,14,Erie,518,777,344,329,886,399,391,1059,495
2012,August,8,15,Essex,3,518,214,0,0,0,0,0,0
2012,August,8,16,Franklin,12,622,266,4,548,229,14,611,285
2012,August,8,17,Fulton,13,936,423,0,0,0,1,157,67
2012,August,8,18,Genesee,21,804,357,2,986,448,2,899,809
2012,August,8,19,Greene,41,636,273,15,594,291,16,789,418
2012,August,8,20,Hamilton,1,1554,687,0,0,0,1,60,0
2012,August,8,21,Herkimer,20,817,364,4,798,354,11,633,277
2012,August,8,22,Jefferson,25,810,360,2,887,398,18,706,384
2012,August,8,23,Lewis,2,475,193,0,0,0,2,591,304
2012,August,8,24,Livingston,34,771,381,3,684,297,21,1050,736
2012,August,8,25,Madison,18,669,289,1,1040,475,2,802,356
2012,August,8,26,Monroe,670,790,357,447,868,393,308,767,385
2012,August,8,27,Montgomery,56,697,304,7,772,353,14,874,406
2012,August,8,28,Nassau,476,824,376,157,828,380,152,755,427
2012,August,8,66,New York City,10429,939,438,7956,883,400,5391,1219,786
2012,August,8,29,Niagara,123,683,298,54,779,365,43,657,305
2012,August,8,30,Oneida,190,782,345,66,792,352,174,1070,503
2012,August,8,31,Onondaga,317,724,322,111,822,388,226,1031,493
2012,August,8,32,Ontario,44,760,335,6,727,326,17,502,240
2012,August,8,33,Orange,254,832,371,124,803,361,87,825,387
2012,August,8,34,Orleans,27,773,352,14,931,420,13,792,395
2012,August,8,35,Oswego,64,706,308,11,815,366,25,604,272
2012,August,8,36,Otsego,9,898,415,0,0,0,5,680,506
2012,August,8,37,Putnam,3,646,278,0,0,0,2,1232,1142
2012,August,8,38,Rensselaer,93,665,296,48,676,293,41,954,431
2012,August,8,39,Rockland,194,850,379,31,701,307,63,1040,482
2012,August,8,41,Saratoga,3,621,266,0,0,0,11,268,189
2012,August,8,42,Schenectady,86,726,318,42,901,405,36,910,421
2012,August,8,43,Schoharie,4,942,426,1,1289,600,0,0,0
2012,August,8,44,Schuyler,8,728,320,2,796,430,10,802,396
2012,August,8,45,Seneca,13,879,397,6,888,399,4,450,271
2012,August,8,46,Steuben,45,622,269,11,780,345,31,614,268
2012,August,8,40,St. Lawrence,42,675,293,17,715,312,49,531,260
2012,August,8,47,Suffolk,488,918,414,203,981,441,213,670,357
2012,August,8,48,Sullivan,48,700,306,6,789,373,31,815,408
2012,August,8,49,Tioga,8,679,294,0,0,0,1,50,0
2012,August,8,50,Tompkins,32,714,312,16,907,392,24,590,300
2012,August,8,51,Ulster,115,660,284,25,803,350,54,615,302
2012,August,8,52,Warren,3,496,201,0,0,0,1,65,0
2012,August,8,53,Washington,8,721,315,0,0,0,3,577,268
2012,August,8,54,Wayne,18,719,315,4,774,342,11,668,325
2012,August,8,55,Westchester,417,831,368,126,870,374,77,666,364
2012,August,8,56,Wyoming,4,710,310,0,0,0,3,326,149
2012,August,8,57,Yates,4,585,246,0,0,0,1,314,224
2012,July,7,1,Albany,140,812,358,64,952,428,70,1057,494
2012,July,7,2,Allegany,26,738,324,8,823,401,24,622,313
2012,July,7,3,Broome,180,682,295,66,829,370,83,675,324
2012,July,7,4,Cattaraugus,10,940,490,5,574,253,5,582,528
2012,July,7,5,Cayuga,27,641,276,9,769,340,19,753,369
2012,July,7,6,Chautauqua,141,694,308,57,756,339,89,783,390
2012,July,7,7,Chemung,19,731,321,15,751,349,6,588,289
2012,July,7,8,Chenango,19,716,313,2,823,367,11,310,174
2012,July,7,9,Clinton,23,613,263,6,984,447,9,642,458
2012,July,7,10,Columbia,19,577,241,4,673,292,15,792,372
2012,July,7,11,Cortland,34,764,338,9,728,321,13,692,323
2012,July,7,12,Delaware,3,745,327,1,970,440,8,428,231
2012,July,7,13,Dutchess,65,778,345,23,826,369,27,654,318
2012,July,7,14,Erie,516,767,339,330,894,403,407,1066,503
2012,July,7,15,Essex,2,646,278,0,0,0,0,0,0
2012,July,7,16,Franklin,13,535,223,4,399,155,15,772,453
2012,July,7,17,Fulton,14,805,358,0,0,0,2,245,155
2012,July,7,18,Genesee,20,833,371,3,1047,479,3,703,613
2012,July,7,19,Greene,38,669,289,13,612,303,15,733,419
2012,July,7,20,Hamilton,2,871,368,0,0,0,1,60,0
2012,July,7,21,Herkimer,19,854,383,4,798,354,10,586,324
2012,July,7,22,Jefferson,25,803,357,4,950,430,18,583,347
2012,July,7,23,Lewis,1,517,214,0,0,0,2,591,304
2012,July,7,24,Livingston,26,807,441,3,814,362,21,956,592
2012,July,7,25,Madison,16,592,251,1,1040,475,2,802,356
2012,July,7,26,Monroe,679,773,352,448,872,399,293,790,393
2012,July,7,27,Montgomery,51,677,294,7,720,317,13,933,433
2012,July,7,28,Nassau,481,826,379,152,815,373,154,692,381
2012,July,7,66,New York City,10413,936,437,8062,886,403,5187,1203,770
2012,July,7,29,Niagara,132,684,298,56,856,399,38,599,275
2012,July,7,30,Oneida,185,791,349,68,786,344,182,1061,497
2012,July,7,31,Onondaga,321,734,331,105,844,408,207,1029,489
2012,July,7,32,Ontario,48,727,320,7,570,246,20,574,317
2012,July,7,33,Orange,258,800,355,121,776,348,84,813,382
2012,July,7,34,Orleans,28,702,319,13,937,423,10,836,403
2012,July,7,35,Oswego,59,673,292,11,921,418,24,644,286
2012,July,7,36,Otsego,9,637,273,0,0,0,5,736,646
2012,July,7,37,Putnam,3,646,278,1,1056,483,1,1100,1010
2012,July,7,38,Rensselaer,107,680,304,45,684,297,47,858,386
2012,July,7,39,Rockland,195,832,372,30,660,296,63,1031,476
2012,July,7,41,Saratoga,2,1169,539,0,0,0,10,290,211
2012,July,7,42,Schenectady,84,738,325,38,862,386,31,888,410
2012,July,7,43,Schoharie,7,821,366,1,1289,600,0,0,0
2012,July,7,44,Schuyler,6,719,317,3,713,363,7,645,373
2012,July,7,45,Seneca,10,934,425,5,877,393,6,568,285
2012,July,7,46,Steuben,51,680,297,11,937,423,33,569,251
2012,July,7,40,St. Lawrence,42,641,276,20,724,317,48,541,261
2012,July,7,47,Suffolk,521,916,414,198,999,449,231,714,382
2012,July,7,48,Sullivan,50,718,316,9,795,368,35,785,391
2012,July,7,49,Tioga,6,783,347,0,0,0,1,50,0
2012,July,7,50,Tompkins,31,696,303,20,914,399,23,543,268
2012,July,7,51,Ulster,99,669,289,24,757,326,58,609,304
2012,July,7,52,Warren,2,260,82,0,0,0,2,112,35
2012,July,7,53,Washington,8,690,300,0,0,0,2,690,337
2012,July,7,54,Wayne,17,679,292,3,854,382,16,471,270
2012,July,7,55,Westchester,416,829,367,120,870,376,77,734,413
2012,July,7,56,Wyoming,3,611,260,0,0,0,4,286,150
2012,July,7,57,Yates,6,641,275,0,0,0,1,314,224
2012,June,6,1,Albany,134,788,351,65,941,424,63,1002,475
2012,June,6,2,Allegany,25,725,318,10,775,371,22,605,292
2012,June,6,3,Broome,165,668,288,73,782,346,88,687,324
2012,June,6,4,Cattaraugus,15,850,489,6,596,325,5,456,387
2012,June,6,5,Cayuga,29,694,301,9,779,345,22,684,341
2012,June,6,6,Chautauqua,132,671,291,57,738,381,85,794,389
2012,June,6,7,Chemung,24,794,353,19,828,385,7,742,364
2012,June,6,8,Chenango,21,780,345,2,780,345,13,274,138
2012,June,6,9,Clinton,31,704,308,6,1005,458,6,531,347
2012,June,6,10,Columbia,24,628,272,4,673,292,21,782,393
2012,June,6,11,Cortland,33,711,311,12,750,331,15,849,409
2012,June,6,12,Delaware,3,494,202,0,0,0,7,423,193
2012,June,6,13,Dutchess,63,786,350,25,881,445,29,569,296
2012,June,6,14,Erie,516,767,339,339,892,402,425,1043,492
2012,June,6,15,Essex,2,536,223,0,0,0,0,0,0
2012,June,6,16,Franklin,17,570,241,6,422,158,14,780,444
2012,June,6,17,Fulton,12,813,362,1,1560,735,6,676,454
2012,June,6,18,Genesee,21,807,359,2,1084,497,5,778,475
2012,June,6,19,Greene,43,661,285,11,512,212,14,611,315
2012,June,6,20,Hamilton,1,1426,623,0,0,0,0,0,0
2012,June,6,21,Herkimer,23,807,359,4,841,376,11,662,364
2012,June,6,22,Jefferson,25,736,325,6,774,343,15,514,311
2012,June,6,23,Lewis,1,517,214,0,0,0,2,569,281
2012,June,6,24,Livingston,24,848,446,4,823,367,20,984,587
2012,June,6,25,Madison,15,605,258,0,0,0,5,685,311
2012,June,6,26,Monroe,689,776,354,447,876,400,297,812,405
2012,June,6,27,Montgomery,45,677,294,6,840,377,11,1139,524
2012,June,6,28,Nassau,484,823,379,153,809,377,156,644,349
2012,June,6,66,New York City,10642,932,435,8133,879,399,5021,1187,755
2012,June,6,29,Niagara,135,666,288,65,757,346,46,602,274
2012,June,6,30,Oneida,193,780,344,75,787,350,176,1048,492
2012,June,6,31,Onondaga,324,731,332,114,840,394,197,1040,495
2012,June,6,32,Ontario,45,744,328,5,583,256,26,726,379
2012,June,6,33,Orange,255,779,345,109,740,329,90,846,404
2012,June,6,34,Orleans,28,698,315,14,999,455,9,723,354
2012,June,6,35,Oswego,55,644,277,11,759,338,26,607,269
2012,June,6,36,Otsego,9,571,240,0,0,0,3,858,768
2012,June,6,37,Putnam,3,646,278,1,1056,483,0,0,0
2012,June,6,38,Rensselaer,108,641,284,42,665,287,47,896,404
2012,June,6,39,Rockland,200,805,358,31,703,319,64,1053,491
2012,June,6,41,Saratoga,3,908,409,0,0,0,9,154,84
2012,June,6,42,Schenectady,88,728,319,38,808,360,29,893,436
2012,June,6,43,Schoharie,9,626,268,1,1258,584,1,1821,821
2012,June,6,44,Schuyler,5,613,264,2,796,430,8,746,412
2012,June,6,45,Seneca,10,782,349,4,928,419,10,434,217
2012,June,6,46,Steuben,55,705,308,11,887,398,33,529,238
2012,June,6,40,St. Lawrence,45,596,253,21,700,317,48,505,252
2012,June,6,47,Suffolk,538,889,400,198,994,448,228,747,410
2012,June,6,48,Sullivan,52,715,316,10,861,388,29,674,357
2012,June,6,49,Tioga,7,774,342,0,0,0,3,484,408
2012,June,6,50,Tompkins,26,676,294,18,878,379,22,565,297
2012,June,6,51,Ulster,110,650,280,22,732,323,62,676,330
2012,June,6,52,Warren,2,346,130,0,0,0,3,508,225
2012,June,6,53,Washington,9,825,367,0,0,0,2,295,140
2012,June,6,54,Wayne,17,641,273,3,598,254,16,436,220
2012,June,6,55,Westchester,422,834,370,143,875,392,77,726,405
2012,June,6,56,Wyoming,4,699,305,0,0,0,5,237,120
2012,June,6,57,Yates,3,1210,560,1,1607,1125,1,314,224
2012,May,5,1,Albany,139,752,334,61,932,420,55,990,470
2012,May,5,2,Allegany,29,672,300,9,771,336,26,645,313
2012,May,5,3,Broome,171,640,276,73,773,341,90,712,331
2012,May,5,4,Cattaraugus,14,853,479,4,534,235,4,657,490
2012,May,5,5,Cayuga,30,735,322,10,783,347,24,666,328
2012,May,5,6,Chautauqua,135,682,303,57,733,374,79,745,395
2012,May,5,7,Chemung,22,868,388,16,904,427,6,738,368
2012,May,5,8,Chenango,16,690,300,3,994,452,11,201,91
2012,May,5,9,Clinton,32,741,333,5,877,394,8,606,377
2012,May,5,10,Columbia,31,732,327,3,658,292,18,656,349
2012,May,5,11,Cortland,35,711,312,13,770,341,16,748,367
2012,May,5,12,Delaware,4,524,217,0,0,0,7,395,180
2012,May,5,13,Dutchess,73,752,335,26,908,493,26,595,346
2012,May,5,14,Erie,542,775,343,331,885,400,427,995,468
2012,May,5,15,Essex,1,778,344,0,0,0,2,141,9
2012,May,5,16,Franklin,15,606,259,5,480,187,15,694,305
2012,May,5,17,Fulton,11,845,378,0,0,0,6,872,497
2012,May,5,18,Genesee,20,777,344,2,1039,474,4,693,476
2012,May,5,19,Greene,34,670,290,10,589,250,22,611,329
2012,May,5,20,Hamilton,1,347,128,0,0,0,0,0,0
2012,May,5,21,Herkimer,24,729,321,4,841,376,16,606,334
2012,May,5,22,Jefferson,24,685,302,3,690,301,14,601,345
2012,May,5,23,Lewis,1,529,219,0,0,0,1,691,301
2012,May,5,24,Livingston,28,840,434,4,823,367,16,841,494
2012,May,5,25,Madison,18,606,258,1,325,118,4,700,311
2012,May,5,26,Monroe,692,765,353,460,874,406,303,767,401
2012,May,5,27,Montgomery,48,723,319,5,862,386,13,957,436
2012,May,5,28,Nassau,486,795,359,139,791,359,155,636,346
2012,May,5,66,New York City,10317,920,429,8224,860,390,4788,1168,731
2012,May,5,29,Niagara,132,676,294,58,756,338,45,538,244
2012,May,5,30,Oneida,174,733,321,73,772,338,161,1023,481
2012,May,5,31,Onondaga,327,727,330,100,891,415,200,1001,477
2012,May,5,32,Ontario,44,698,308,6,605,265,23,613,290
2012,May,5,33,Orange,258,772,342,106,725,321,93,828,394
2012,May,5,34,Orleans,21,880,411,11,964,437,9,652,356
2012,May,5,35,Oswego,56,651,282,9,775,346,34,463,222
2012,May,5,36,Otsego,7,387,148,0,0,0,4,1143,1053
