"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US36007","Broome County, New York","75539","2336","44761","2106","31773","2249","30778","2105","8.6","1.7","5.4","1.8","1.4","0.9","13.5","3.0","6.0","1.2","3.1","1.1","2.0","1.1","11.1","2.8","12.0","2.1","8.0","2.4","4.4","1.7","19.3","3.7","10.5","1.7","9.1","2.2","6.8","2.3","12.1","2.7","11.8","1.8","12.6","2.5","11.4","2.7","12.4","2.3","18.2","1.9","18.5","2.5","19.8","3.0","17.5","3.2","12.9","1.8","15.2","2.7","18.1","3.5","7.2","2.2","12.7","1.5","17.8","2.5","22.4","3.0","4.9","1.9","4.4","1.1","6.2","1.6","8.1","2.1","1.6","1.4","2.8","0.7","4.3","1.2","5.6","1.8","0.3","0.3","51125","2910","66517","4893","81020","4466","29902","4810","68268","4670","85177","7217","N","N","40371","3341","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)"
"0500000US36027","Dutchess County, New York","108071","2214","71635","3016","54401","2457","36436","2168","5.0","1.1","2.2","1.1","0.6","0.4","10.8","2.5","4.1","1.1","2.0","0.9","1.3","0.8","8.4","2.5","7.3","1.2","4.8","1.4","2.2","1.0","12.9","2.4","7.5","1.3","6.1","1.5","4.1","1.4","10.5","3.0","8.6","1.3","6.7","1.4","5.8","1.4","13.9","2.9","14.1","1.6","13.1","1.8","12.4","2.1","17.3","3.4","13.9","1.5","15.5","1.7","15.5","2.0","9.7","2.0","17.3","1.6","20.9","2.2","22.8","2.5","9.8","2.2","10.7","1.6","13.2","1.9","15.7","2.3","3.7","1.5","11.4","1.5","15.4","2.1","19.5","2.6","2.9","1.3","80227","3395","99301","4469","115749","8217","39619","4344","101825","4443","121048","6055","N","N","58806","4875","40.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)"
"0500000US36101","Steuben County, New York","40578","1158","25411","1351","19163","1256","15167","1262","6.0","1.5","2.5","1.2","0.5","0.4","12.9","3.5","5.6","1.4","1.4","0.6","1.0","0.6","12.6","3.3","12.7","2.3","9.6","2.7","7.8","2.6","20.5","4.3","8.4","1.7","7.0","2.0","4.5","1.7","11.5","3.3","12.5","2.1","12.0","2.4","12.1","2.7","11.9","3.8","20.7","2.9","24.1","3.5","22.4","3.7","14.1","3.0","13.0","1.9","15.6","2.4","18.1","2.9","7.7","2.9","13.3","2.4","17.2","2.8","20.1","3.5","6.5","3.2","4.7","1.3","6.4","1.8","7.9","2.3","1.4","1.6","3.0","1.0","4.3","1.6","5.6","2.0","0.9","0.8","55569","3106","68538","4141","77370","4857","28491","3858","69932","4119","84995","6373","95876","7644","42393","4469","30.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)"
"0500000US36067","Onondaga County, New York","185046","2584","115176","3211","84660","3380","69870","3434","6.6","1.0","4.1","1.0","1.1","0.5","11.7","2.0","4.8","0.7","2.4","0.7","1.0","0.5","9.1","1.5","9.7","0.9","5.8","0.9","3.6","1.0","16.2","2.0","8.5","0.9","7.2","1.2","5.3","1.2","10.8","1.7","12.3","1.0","9.7","1.2","7.4","1.3","17.1","1.8","17.2","1.2","17.9","1.6","17.2","2.0","18.0","2.0","12.6","1.1","14.6","1.5","16.4","1.8","7.8","1.4","16.5","1.0","21.6","1.6","26.7","2.1","6.0","1.3","6.3","0.8","8.7","1.2","11.1","1.5","2.2","0.8","5.5","0.6","7.9","1.0","10.2","1.4","1.1","0.5","59883","2300","78918","2580","96457","3692","36823","2460","81410","3037","99674","4493","116407","5444","47705","2718","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US36069","Ontario County, New York","44079","1553","27228","1546","N","N","16851","1829","4.4","1.4","2.7","1.4","N","N","8.5","3.1","3.6","1.4","1.3","1.0","N","N","7.8","3.2","9.1","2.2","3.0","1.5","N","N","18.4","5.2","8.0","1.9","7.6","2.0","N","N","10.2","3.3","13.2","2.3","11.5","2.8","N","N","15.5","4.0","19.7","2.9","18.1","3.4","N","N","21.5","5.9","15.9","2.5","20.6","3.6","N","N","9.1","3.0","13.6","2.1","18.2","3.5","N","N","5.2","2.6","5.4","1.8","7.0","2.3","N","N","2.4","2.9","7.1","1.8","10.0","2.6","N","N","1.4","0.9","62522","3414","82194","4292","88663","5697","38188","6514","86163","6199","104755","8129","N","N","52038","5896","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.4","(X)"
"0500000US36015","Chemung County, New York","34325","1210","20837","1576","N","N","13488","1357","8.3","2.2","4.2","2.2","N","N","14.7","5.5","6.0","1.9","2.2","1.9","N","N","11.8","3.9","9.3","2.4","5.7","2.0","N","N","16.8","4.7","11.4","3.1","12.0","4.1","N","N","12.3","5.3","12.5","2.3","12.6","3.1","N","N","14.1","3.6","19.6","3.0","22.3","4.2","N","N","11.8","3.7","12.9","2.7","14.3","3.5","N","N","10.6","3.9","14.6","3.0","19.0","3.9","N","N","6.3","3.7","2.2","0.9","3.7","1.5","N","N","0.0","1.2","3.3","1.5","4.1","2.1","N","N","1.7","1.5","53005","3786","64644","6018","76074","7569","29719","5594","72849","8797","82774","10719","N","N","54191","13804","29.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.3","(X)"
"0500000US36045","Jefferson County, New York","44657","1987","27993","1714","21749","1553","16664","1692","8.3","1.7","3.2","1.3","0.5","0.5","17.1","4.3","3.2","1.1","1.0","0.7","1.0","0.8","7.1","2.6","8.6","1.8","5.9","2.5","3.6","1.5","13.7","3.3","12.8","2.4","11.5","3.3","10.7","3.6","16.0","4.8","13.9","2.3","14.0","2.7","11.8","2.8","14.5","4.5","22.4","3.0","27.1","4.5","29.7","5.3","14.2","4.3","13.5","2.5","13.6","3.0","14.9","3.6","11.9","4.3","11.8","1.9","16.2","2.7","19.3","3.2","3.5","2.7","3.3","1.2","4.9","1.9","5.6","2.4","1.0","1.0","2.1","0.8","2.5","1.1","2.9","1.3","1.1","0.9","53146","2976","62103","3557","68465","4443","31650","3562","64940","3482","75453","5376","N","N","44858","5776","26.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.8","(X)"
"0500000US36001","Albany County, New York","126578","2481","72332","3095","49593","2801","54246","3339","5.9","1.3","4.0","1.4","0.7","0.8","10.5","2.8","2.8","0.7","0.6","0.4","0.4","0.4","5.7","1.4","10.2","1.6","5.8","1.7","1.9","0.9","16.7","2.9","8.2","1.3","6.3","1.5","3.8","1.5","11.2","2.6","12.3","1.7","9.8","1.9","6.2","1.8","15.5","3.1","16.2","1.6","14.4","2.0","12.8","2.4","18.2","2.7","12.3","1.6","14.2","2.2","15.6","2.9","9.1","2.1","17.7","1.5","23.5","2.4","29.5","3.2","8.7","2.4","7.2","0.9","11.1","1.5","15.4","2.1","1.7","0.8","7.2","0.9","10.3","1.5","13.7","2.2","2.8","1.2","64435","4607","91290","4734","113174","6867","40760","2452","87509","3416","109688","5369","N","N","54272","4162","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US36029","Erie County, New York","390341","4209","230402","5021","164658","4394","159939","4780","6.7","0.7","3.7","0.7","1.3","0.5","11.8","1.4","5.0","0.6","2.6","0.6","1.6","0.6","8.7","1.2","9.8","0.8","5.9","0.8","3.8","0.8","15.7","1.6","10.0","0.8","8.0","1.0","5.7","0.9","13.7","1.2","12.5","0.8","10.7","0.9","8.6","0.9","15.1","1.3","18.2","1.0","18.5","1.3","17.9","1.4","17.4","1.6","12.8","0.9","15.5","1.4","16.8","1.7","8.5","1.1","14.0","0.7","19.0","1.1","23.2","1.5","6.2","0.9","6.2","0.6","8.9","0.9","11.7","1.2","1.7","0.5","4.8","0.5","7.1","0.8","9.3","1.1","1.3","0.4","56369","1036","75761","2062","91431","2342","35103","1691","76265","1876","93730","2564","108847","3392","48578","2420","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)"
"0500000US36059","Nassau County, New York","447123","3118","340833","4793","269549","4800","106290","4892","3.2","0.4","1.9","0.4","0.8","0.3","8.9","1.4","2.1","0.4","0.9","0.3","0.5","0.2","5.9","1.4","4.9","0.6","2.6","0.5","1.6","0.4","12.0","1.7","4.9","0.6","3.5","0.6","2.5","0.5","10.6","1.6","6.7","0.6","5.9","0.7","5.3","0.6","9.7","1.4","10.3","0.8","9.4","0.9","8.1","0.9","14.4","1.4","11.0","0.7","10.7","0.8","9.8","0.9","12.0","1.7","19.8","0.9","21.8","1.1","22.2","1.3","12.5","1.6","14.5","0.9","16.4","1.1","17.7","1.1","7.4","1.4","22.7","0.9","26.9","1.1","31.4","1.3","6.6","1.1","116304","2934","133326","3186","147853","3883","54638","4575","149295","2984","168074","3639","N","N","80097","4218","44.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.4","(X)"
"0500000US36071","Orange County, New York","128259","2556","90988","3135","68528","3195","37271","2964","4.6","1.0","2.7","1.0","1.3","0.8","10.0","2.6","3.5","0.9","1.7","0.7","1.0","0.6","8.9","2.5","8.9","1.2","6.5","1.2","5.0","1.5","16.1","2.7","8.2","1.3","6.4","1.3","4.4","1.1","14.7","3.7","10.2","1.5","8.7","1.6","7.6","1.9","12.7","3.0","14.1","1.5","14.2","1.9","12.7","2.2","13.7","2.9","12.4","1.6","13.1","2.0","12.7","2.0","8.9","2.3","16.5","1.6","20.4","2.1","22.6","2.6","7.9","2.3","10.7","1.3","12.9","1.7","15.6","2.1","5.0","1.7","10.8","1.1","13.4","1.4","17.0","1.8","2.3","1.2","75825","4078","93743","5067","111391","6987","35365","3806","99408","3601","115079","4946","N","N","54264","4105","46.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.6","(X)"
"0500000US36083","Rensselaer County, New York","64614","1585","40079","2070","28900","1892","24535","1557","5.0","1.2","3.9","1.3","0.4","0.4","8.6","2.4","2.9","1.2","1.8","1.0","0.7","0.6","5.1","2.7","6.6","1.5","3.0","1.3","1.5","1.0","12.7","3.1","7.8","1.8","5.5","1.6","3.5","1.5","10.4","3.1","10.8","1.8","7.8","1.6","5.8","1.9","17.0","3.5","20.0","2.5","18.7","2.9","19.5","3.4","22.8","4.3","15.8","2.2","18.6","3.2","19.2","3.7","10.5","2.8","20.0","2.2","25.6","3.1","31.6","3.9","9.8","3.3","7.0","1.5","9.9","2.4","10.7","3.1","1.6","1.0","3.9","1.0","5.1","1.3","7.1","1.8","1.6","1.1","71648","2014","83266","4918","98929","6379","46585","4238","84541","4532","98551","5168","N","N","57761","7314","31.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.0","(X)"
"0500000US36013","Chautauqua County, New York","53429","1794","31831","1649","23462","1561","21598","1678","6.7","1.4","3.9","1.3","1.2","0.7","11.9","3.0","9.1","2.0","4.4","2.0","1.8","1.4","16.4","3.7","13.7","1.9","10.2","2.5","7.7","2.4","20.0","3.4","10.7","1.5","8.2","2.0","7.8","2.1","14.7","3.1","13.5","1.9","12.3","2.0","11.9","2.1","14.5","3.5","17.4","2.1","19.9","2.8","21.1","3.4","13.0","3.1","12.1","1.7","17.2","2.8","19.6","3.1","4.3","1.9","12.0","1.9","17.2","2.8","20.2","3.6","3.8","1.6","2.7","0.7","3.6","1.1","4.7","1.5","0.5","0.5","2.1","0.7","2.9","1.2","4.0","1.6","0.9","0.8","45479","2258","62799","6809","73509","4457","26044","2504","60922","3405","73297","4245","N","N","39957","6587","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7","(X)"
"0500000US36019","Clinton County, New York","31392","1414","20558","1449","N","N","10834","1281","6.3","2.1","2.8","1.4","N","N","13.9","5.1","4.5","2.0","1.4","0.9","N","N","11.6","5.2","8.4","2.5","8.4","3.5","N","N","8.5","3.9","7.5","2.4","4.5","1.6","N","N","16.1","5.3","15.0","3.7","17.3","4.2","N","N","15.1","5.8","20.7","3.4","18.2","3.8","N","N","22.1","7.0","14.0","3.1","16.7","3.7","N","N","6.3","3.5","15.5","3.2","19.9","4.3","N","N","4.8","3.0","4.8","1.7","5.8","2.3","N","N","1.2","1.5","3.4","1.7","5.0","2.6","N","N","0.4","0.5","56704","5379","68710","9444","79375","7256","34931","6484","70808","5104","82339","6354","N","N","42496","4690","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US36061","New York County, New York","752258","9358","319832","9154","214547","7813","432426","8588","8.5","0.7","5.7","0.8","1.6","0.4","10.8","1.0","5.0","0.6","3.3","0.7","1.9","0.7","6.3","0.8","7.9","0.7","7.5","1.0","5.0","1.1","8.2","1.0","5.2","0.6","4.9","0.7","3.4","0.8","5.6","0.7","7.7","0.6","7.4","1.0","5.9","1.1","7.8","0.8","11.4","0.9","11.0","1.3","7.7","1.3","12.2","1.1","9.7","0.7","7.9","0.9","7.8","1.2","10.8","1.1","14.1","0.8","12.1","1.3","12.9","1.4","15.0","1.2","8.0","0.6","7.5","0.8","9.9","1.2","8.2","0.9","22.7","0.7","32.6","1.6","43.9","2.1","15.1","1.1","85066","3480","107493","4521","166622","9113","72804","3397","156633","4044","216376","8694","280588","12039","110163","3565","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)"
"0500000US36091","Saratoga County, New York","94156","2358","60841","2866","49122","2768","33315","2708","2.7","0.8","1.3","0.8","0.7","0.7","5.8","1.8","2.8","1.0","1.1","0.6","0.5","0.4","6.5","2.7","5.9","1.3","2.4","0.9","1.5","0.7","12.7","3.4","6.0","1.3","4.6","1.6","2.2","1.2","9.1","2.4","10.5","1.7","7.4","1.6","6.5","1.4","16.5","3.4","16.8","1.7","16.3","2.2","13.6","2.3","18.0","3.2","14.1","1.8","14.5","1.8","15.1","2.3","12.8","3.5","22.2","1.8","27.2","2.7","30.3","3.0","12.7","2.9","10.0","1.4","12.6","2.0","14.6","2.3","3.9","1.6","9.0","1.5","12.7","2.0","14.9","2.4","2.0","1.0","83765","4232","103182","4405","114020","6119","49591","2942","104904","4702","126266","6127","N","N","61710","3712","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)"
"0500000US36009","Cattaraugus County, New York","32079","1105","21167","1342","14886","1223","10912","1148","5.5","1.7","4.0","1.6","1.7","1.1","9.8","3.2","5.9","1.9","3.8","1.7","0.5","0.4","12.1","4.5","12.9","2.6","8.5","2.2","7.1","2.2","22.8","5.7","12.4","2.7","11.1","3.1","8.3","2.9","13.5","4.5","15.0","2.3","14.7","2.7","12.6","3.3","16.0","4.0","18.3","2.2","19.9","2.9","21.6","3.4","15.2","3.9","13.7","2.4","17.2","3.3","21.2","4.0","6.1","3.0","11.4","2.1","14.0","3.0","18.6","4.3","3.4","1.9","2.5","1.0","3.8","1.6","4.3","2.0","0.1","0.2","2.3","1.0","3.0","1.3","4.2","1.8","0.9","1.1","48179","3100","57886","5009","72563","4565","27339","3484","60778","3205","70686","4302","N","N","37359","3859","34.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)"
"0500000US36055","Monroe County, New York","301668","2889","180738","3992","127736","3305","120930","3712","7.0","0.6","4.0","0.8","0.7","0.3","12.3","1.2","5.4","0.8","3.1","0.6","0.9","0.4","9.5","1.4","9.7","0.8","5.4","0.8","2.6","0.7","16.2","1.7","9.2","0.7","7.5","0.8","4.1","0.7","12.2","1.4","11.7","0.9","9.9","1.0","8.2","0.9","14.9","1.5","16.7","0.8","16.6","1.2","16.5","1.5","16.8","1.5","12.5","0.9","15.1","1.3","17.3","1.6","8.2","1.2","15.9","1.1","21.5","1.5","27.1","2.0","6.4","1.1","6.6","0.7","9.3","1.0","12.4","1.5","2.1","0.6","5.3","0.6","7.7","1.0","10.1","1.3","1.3","0.4","60222","1616","80944","1971","99501","2691","34799","2125","78573","2036","97423","2989","116002","3722","47297","2095","34.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US36109","Tompkins County, New York","40250","1478","20642","1278","N","N","19608","1699","7.2","2.1","2.3","1.9","N","N","12.3","3.8","6.2","2.4","2.2","1.4","N","N","10.6","4.8","7.9","1.9","6.5","2.2","N","N","10.0","3.5","9.8","2.6","6.7","2.9","N","N","13.1","4.3","13.0","2.7","8.7","3.1","N","N","17.9","4.3","17.5","2.8","16.5","4.0","N","N","17.6","4.3","11.7","2.4","16.2","3.7","N","N","7.4","2.9","14.9","2.7","23.3","4.3","N","N","6.3","2.5","4.7","1.6","6.2","2.3","N","N","2.9","2.1","7.1","1.9","11.4","3.4","N","N","1.7","1.3","57276","5532","85745","7145","100642","8537","37154","3046","80857","6655","107633","11936","N","N","50798","6315","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)"
"0500000US36065","Oneida County, New York","88871","1761","56426","2340","40722","2218","32445","2310","6.8","1.3","5.6","1.7","2.5","1.4","10.0","2.1","5.6","1.3","1.6","0.7","0.7","0.5","13.4","3.3","10.4","1.5","7.1","1.8","3.6","1.3","17.0","3.2","10.6","1.7","9.0","1.8","7.6","1.9","14.6","3.4","13.0","1.6","12.7","2.0","11.6","2.1","14.8","2.7","19.0","1.8","19.5","2.4","20.8","2.6","15.5","3.0","12.5","1.6","14.3","2.1","16.0","2.5","9.0","2.4","13.0","1.8","17.4","2.4","21.4","2.8","3.7","1.7","5.2","1.1","7.5","1.5","9.4","1.9","1.1","0.7","3.8","0.9","5.3","1.3","6.4","1.5","0.9","0.8","54593","2362","67161","3595","78852","4625","32127","2109","70456","2589","84864","3555","N","N","41582","2692","44.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.5","(X)"
"0500000US36075","Oswego County, New York","46270","1427","29546","1296","21830","1234","16724","1389","7.8","2.1","6.3","2.1","1.5","1.0","13.2","4.4","5.0","1.4","1.7","0.9","0.6","0.6","11.2","4.0","9.3","2.2","6.4","2.2","2.9","1.8","18.3","4.8","10.8","2.1","7.9","2.2","6.1","2.2","16.3","3.9","13.8","2.2","13.7","2.6","13.4","3.0","12.8","3.8","16.7","2.4","16.6","2.9","17.4","3.2","15.1","4.2","12.3","2.3","14.6","3.1","16.7","4.0","7.0","2.7","15.7","2.2","21.0","3.3","27.0","4.0","3.2","1.9","3.5","1.1","5.2","1.7","6.0","2.1","0.6","0.8","5.1","1.6","6.6","2.3","8.3","2.8","2.3","1.8","54264","3739","70374","6404","84117","4531","29751","4543","72834","4920","84895","5614","N","N","45806","9728","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)"
"0500000US36063","Niagara County, New York","89765","1815","55135","2088","39623","2249","34630","2038","7.4","1.3","4.8","1.6","3.0","1.5","11.7","2.4","6.4","1.5","3.6","1.6","1.4","1.4","11.4","2.9","9.6","1.6","3.8","1.1","2.6","1.0","19.1","3.5","9.3","1.5","8.0","1.8","6.3","1.7","11.9","2.4","12.7","1.6","11.8","1.9","10.2","2.2","14.6","3.3","17.4","2.2","18.5","2.8","18.7","3.2","15.5","3.3","12.9","1.7","16.9","2.4","18.7","2.9","7.2","1.9","14.2","2.1","18.7","3.1","22.0","3.9","6.5","2.4","6.4","1.3","9.1","1.8","11.6","2.4","0.7","0.5","3.8","0.9","5.0","1.4","5.6","1.6","1.4","1.1","55306","3093","74285","4874","85267","5192","31771","3478","74744","4828","90144","6315","N","N","46951","7931","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)"
"0500000US36079","Putnam County, New York","35425","1053","27274","1504","N","N","8151","1307","1.7","0.9","1.4","1.0","N","N","2.4","2.1","2.7","1.5","1.5","1.6","N","N","6.7","3.7","4.4","1.7","2.8","1.4","N","N","11.2","5.3","4.1","1.5","3.3","1.5","N","N","7.0","4.4","8.2","2.8","6.0","2.7","N","N","15.3","8.2","15.8","3.0","12.8","3.2","N","N","27.1","10.1","12.2","2.6","14.1","3.4","N","N","8.1","4.0","22.1","3.4","25.8","4.3","N","N","8.3","4.2","12.1","2.4","13.5","2.9","N","N","5.7","4.1","16.6","2.6","18.9","3.3","N","N","8.2","5.6","102525","9059","114383","6550","128910","10751","58117","9591","127060","6957","140110","9064","N","N","78725","15175","46.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.4","(X)"
"0500000US36051","Livingston County, New York","23746","1054","15133","1265","N","N","8613","1001","4.7","2.4","2.7","2.6","N","N","9.6","5.2","5.9","2.0","1.7","1.2","N","N","11.9","5.8","10.0","3.0","5.9","2.7","N","N","19.2","6.5","7.2","2.7","3.2","1.8","N","N","13.6","5.5","13.9","3.2","12.9","4.1","N","N","14.7","5.6","19.9","3.2","22.4","4.2","N","N","15.8","4.9","15.1","3.0","18.9","4.4","N","N","7.2","2.9","15.4","3.3","21.8","4.7","N","N","4.5","2.5","5.7","1.8","7.2","2.6","N","N","2.4","2.3","2.3","1.1","3.1","1.6","N","N","1.0","1.2","61609","5259","76427","5978","85970","6236","32442","3656","73481","5385","87108","6123","N","N","47782","10158","28.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)"
"0500000US36103","Suffolk County, New York","496784","4540","360416","6211","279830","6374","136368","5988","3.5","0.5","1.9","0.5","0.7","0.2","8.9","1.4","2.9","0.5","1.4","0.4","0.9","0.4","7.2","1.3","5.2","0.6","3.2","0.6","1.9","0.4","12.5","1.5","4.9","0.5","3.7","0.5","2.4","0.5","9.4","1.4","7.7","0.6","6.8","0.7","5.4","0.7","10.8","1.2","13.0","0.8","11.6","0.9","10.3","0.9","17.2","1.7","12.4","0.8","13.0","1.0","13.1","1.2","9.8","1.2","21.0","0.9","23.3","1.1","24.4","1.2","13.8","1.8","13.3","0.7","15.6","0.9","17.6","1.2","5.5","1.1","16.1","0.9","19.5","1.1","23.4","1.2","4.9","0.9","100468","1777","116089","3299","129371","3569","51066","2181","126020","2519","142898","3112","159314","3502","72270","3915","49.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.9","(X)"
